id,d00,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23
vacancy_0010,5.482825,3.473073,1.370104,8.190997,-3.889837,-6.012439,5.317873,-7.614799,3.802092,1.526689,-2.483332,-2.654912,0.597292,8.277094,-5.535241,0.182261,-5.355171,-8.320660,-9.251973,-7.982336,-4.346816,3.584846,-7.490667,6.580035
vacancy_0011,5.823695,-3.486105,3.947330,3.448371,-1.655110,2.221208,-8.866333,6.457859,-9.491584,-6.399411,1.843592,-6.574509,-5.481964,5.245355,-1.018920,-6.805357,0.810559,4.171811,-5.970585,6.036502,-9.298961,-1.011846,1.711271,7.755339
vacancy_0012,-7.988042,-8.648580,7.856242,1.825762,-7.223324,2.831315,-6.986838,-5.492355,0.718268,-4.140848,-3.296039,4.370616,-1.425025,5.707928,3.229148,-5.762944,-0.565879,3.055867,2.012443,-0.820342,9.301815,6.959375,-1.274064,8.000823
vacancy_0013,-8.544058,-8.095179,7.617625,2.330971,-7.669459,3.465647,-6.371336,-5.175302,2.195026,-3.876142,-1.151243,5.327547,-1.470955,3.925138,2.767048,-6.233126,-1.373663,3.496892,1.607440,-0.697419,9.694536,7.178566,-0.107751,8.606345
vacancy_0014,-7.045471,-7.968313,9.370866,2.404430,-7.874680,3.886963,-6.956274,-5.640476,0.637248,-3.113449,-3.726819,3.973884,-0.341377,4.304367,3.078431,-5.620799,-0.787461,3.618876,1.361546,-0.519946,10.761668,7.063718,-0.411866,6.455032
vacancy_0015,5.003537,-2.638351,4.098846,3.432770,-2.544353,2.063493,-7.199284,6.076064,-10.201721,-3.641332,1.708184,-7.395354,-6.232927,4.656705,0.500264,-7.300220,0.490879,5.185696,-6.791406,7.539580,-10.485635,-1.477848,2.695915,8.224857
vacancy_0016,6.761078,-2.943824,3.154941,2.655571,-0.919356,3.106607,-6.658377,5.670797,-9.649857,-4.974562,1.451149,-7.682139,-6.177590,5.752814,-0.133591,-7.139764,1.881993,4.561686,-5.807268,8.078428,-10.481823,-0.784972,2.292057,7.922205
vacancy_0017,5.927262,4.512582,1.472734,9.823878,-3.780742,-5.168939,6.334474,-6.981186,3.244785,1.425156,-1.825631,-2.360324,1.872547,8.782365,-5.803207,-0.325771,-4.819198,-7.736545,-9.352162,-8.703047,-2.510136,3.910618,-7.853446,7.685464
vacancy_0018,-1.046457,7.890827,-7.891712,-0.959146,-2.484430,-0.880196,8.644258,-2.479018,-7.791386,1.975218,0.888311,-2.540994,7.315237,-0.429205,-2.144658,8.241025,-1.836759,5.147376,1.924811,-0.070020,9.833893,10.181183,-9.996578,0.773940
vacancy_0019,-6.423890,8.771103,-3.184338,6.229177,-2.268300,-3.390566,5.471391,-4.388425,0.624344,8.727369,9.091830,1.614418,7.140361,6.694211,-6.903855,-8.536922,0.657964,3.428106,6.630067,-8.703304,-4.226668,1.488799,4.126555,-0.553139
vacancy_0020,7.676430,6.969931,8.643612,-8.508583,0.419074,7.284798,1.829200,-6.912702,1.118200,6.971824,8.981134,-7.447657,-0.208374,-3.787957,-4.233358,2.853109,-6.568368,8.870539,5.565188,-3.461378,-7.464757,-4.131275,0.951022,5.986400
vacancy_0021,5.999972,-1.733299,3.474216,3.742482,-2.001045,2.561966,-7.734480,5.263515,-8.926512,-4.013637,1.803640,-7.669720,-6.945580,6.101058,0.629939,-7.800948,0.040907,4.205766,-5.752021,5.425877,-10.197823,-0.793387,0.375006,8.199753
vacancy_0022,5.211843,4.815661,1.909914,8.004745,-4.108695,-5.282148,5.711202,-5.307705,4.046463,1.071266,-1.968672,-1.628975,2.429366,7.315082,-6.916841,0.791173,-5.596252,-8.769292,-9.194020,-6.824603,-3.778275,3.752602,-7.896254,6.712678
vacancy_0023,9.099254,7.805100,8.232864,-7.103469,-0.854296,6.730604,1.552653,-6.329219,-0.282055,6.994256,9.247278,-9.575021,-0.885783,-2.703533,-4.195343,2.117689,-6.997715,7.932339,5.225153,-4.159049,-7.313311,-4.389535,0.374616,4.872643
vacancy_0024,4.748581,3.929799,1.490354,8.297400,-4.263013,-5.955962,5.778535,-6.521709,4.011850,2.605652,-2.550470,-1.716230,2.351885,6.927563,-6.531920,1.061341,-5.400938,-9.309122,-8.519170,-8.265031,-3.772868,4.761348,-7.990314,7.077383
vacancy_0025,5.426513,3.804965,1.121057,8.182116,-3.962292,-6.565495,5.763436,-6.046670,3.870700,0.965632,-3.118482,-1.756751,1.608278,7.374815,-5.266647,-0.240077,-6.200876,-8.535687,-8.817605,-7.671812,-3.880150,3.964180,-6.660514,6.495903
vacancy_0026,-8.010837,-0.872429,4.727630,-8.155393,-6.706162,1.763713,-0.829199,0.063659,6.435724,3.965493,0.367285,1.668838,-7.042715,-7.265097,7.789580,-1.671156,1.487951,-5.384980,-1.878680,-4.820105,-5.412858,-9.289727,6.010001,7.566425
vacancy_0027,6.084648,-3.291763,4.386478,2.815103,-1.227402,2.478206,-6.942797,6.886014,-9.242259,-5.190749,1.645836,-6.952041,-6.094711,5.021163,0.541561,-6.958050,0.066859,4.354568,-6.543099,6.167652,-9.123337,-0.594855,1.510361,8.559857
vacancy_0028,4.702379,4.123801,1.734854,8.571516,-2.328284,-5.949836,4.867355,-7.824211,3.583491,0.779992,-2.378974,-2.222706,0.695777,8.096615,-7.320155,0.007238,-5.947287,-8.359398,-9.648949,-7.606752,-4.226140,4.460628,-8.859096,5.461075
vacancy_0029,5.153925,5.240713,1.590366,8.553923,-4.320300,-4.997478,6.141530,-5.851048,4.858229,1.061408,-2.691073,-2.381078,1.784962,7.786612,-5.944629,0.672398,-5.424542,-7.850612,-10.269095,-8.469662,-4.073123,4.460134,-8.548897,5.611133
vacancy_0030,-8.414536,-9.531792,7.779315,2.868638,-7.156046,3.899871,-6.657175,-5.479041,1.866194,-3.829644,-2.345129,4.755837,-2.203343,4.661567,3.325616,-7.099289,-0.561209,3.255528,1.589443,-1.050570,10.564540,6.440741,0.119129,7.874915
vacancy_0031,5.353385,-3.469437,4.594438,2.089836,-2.506140,0.930214,-6.460430,6.228197,-8.575744,-4.622220,-0.802781,-6.723188,-5.645673,4.000407,-1.329180,-8.550829,0.774823,4.609553,-6.143973,6.973620,-9.900180,-0.471788,1.568900,7.462504
vacancy_0032,-1.102669,7.519161,-7.258359,-0.388678,-2.057096,-1.704690,7.244071,-2.894331,-8.154174,1.678780,2.116045,-2.083235,5.564000,-1.193899,-1.898956,8.344522,-1.710555,5.288963,2.902493,0.903863,9.930060,9.173250,-9.307635,2.699120
vacancy_0033,9.757868,6.498641,-6.216988,9.506387,-0.854300,8.505203,-4.910399,-3.570626,9.308515,-7.732316,0.493385,-2.648530,7.678522,-9.550888,-7.886924,0.225237,5.855743,-6.593409,2.060105,-1.551600,4.824646,-0.739136,-4.257651,1.021170
vacancy_0034,-6.927240,-1.416594,4.929090,-8.034148,-7.452051,2.573557,-0.274769,-0.398767,4.585073,3.164666,0.649673,2.278231,-7.005620,-7.232383,9.287032,-0.258554,1.178883,-5.397906,-2.049068,-4.611680,-5.582851,-8.568075,7.118541,7.200299
vacancy_0035,10.276230,8.152909,-4.652172,9.259020,-1.831962,8.614735,-5.379974,-3.908782,8.736733,-6.304170,1.278096,-3.276525,7.750667,-8.479868,-8.190498,0.447034,4.737565,-6.600292,2.841582,-2.136829,5.182910,0.037282,-3.555254,0.439252
vacancy_0036,-2.906851,7.235866,-7.510586,-0.848852,-1.912433,-1.624194,7.172515,-2.026804,-7.873961,3.168119,1.589485,-2.214891,6.100649,-1.904344,-1.838649,7.550788,-1.337345,5.410229,3.195387,-0.403398,10.359554,8.519012,-8.965456,2.413868
vacancy_0037,-7.679738,-0.891519,5.736745,-8.428604,-8.888012,0.501531,-1.117538,-0.186349,4.972263,3.020030,0.705159,0.832589,-7.846858,-8.275517,8.915158,-0.726559,3.075420,-7.156537,-2.212603,-4.463062,-5.154358,-8.550917,6.509086,7.600703
vacancy_0038,10.725426,6.521362,-5.799915,9.742403,-1.677250,7.365235,-5.967841,-4.472465,8.695939,-6.559224,0.802075,-2.786709,6.874591,-9.474844,-7.520708,0.223373,5.201642,-7.288861,2.203304,-2.252552,5.162480,0.596118,-4.687587,-0.016274
vacancy_0039,-2.774929,7.069383,-8.079564,-1.237081,-2.343596,-0.621169,8.129216,-2.112308,-7.713018,2.219374,2.246858,-1.821453,6.144660,-0.095128,-1.498549,8.124770,-1.544505,4.991954,1.747151,0.448483,9.070994,9.280171,-9.899088,2.975022
vacancy_0040,5.925394,-3.763503,5.072601,3.030871,-1.774669,2.700711,-7.518079,6.639534,-9.482447,-4.816796,1.818657,-6.707880,-7.117444,5.251041,-0.261971,-7.633386,1.535120,4.322551,-5.795507,5.749198,-8.696966,-0.404764,1.454606,8.605403
vacancy_0041,5.420295,4.616618,2.363809,8.900494,-4.369135,-7.014245,6.598594,-6.838089,3.301491,2.466728,-1.932056,-1.828762,2.151393,9.078908,-6.244682,-0.071511,-5.371044,-7.356409,-9.892935,-7.444871,-4.084805,3.752785,-8.185071,6.209464
vacancy_0042,-7.896417,9.219465,-3.554159,5.246589,-2.418965,-3.012284,5.543434,-4.447340,1.057382,8.169298,10.282272,1.452642,8.372474,7.337940,-7.580389,-9.128119,-0.626375,3.782841,7.656277,-8.367274,-5.719614,2.644326,4.661687,0.105050
vacancy_0043,4.813417,5.886547,1.416452,9.215774,-4.781602,-6.648997,6.510871,-5.832317,3.726034,0.854298,-1.787447,-1.860114,2.394446,7.586601,-5.722508,0.739989,-5.371792,-7.756997,-9.131769,-7.069571,-4.138943,4.225851,-8.230211,6.530141
vacancy_0044,9.223455,6.918783,7.245715,-7.733785,-2.029563,7.527232,1.349057,-6.244815,2.386220,8.964636,8.625699,-7.881746,0.537394,-2.766684,-4.484873,1.377917,-7.042667,8.499273,6.168199,-3.276655,-7.035549,-4.976557,2.033746,6.655352
vacancy_0045,-2.258320,7.636729,-7.962994,-0.636597,-1.514258,-0.258008,8.400932,-1.771168,-7.529918,2.606066,1.737870,-2.983374,6.392458,-0.327726,-1.562436,8.436798,-1.663213,6.098653,3.001535,0.562112,10.013440,8.947280,-10.919565,2.839996
vacancy_0046,-1.862136,7.021578,-8.856623,-1.618110,-2.611321,-1.478423,7.219545,-1.551698,-7.041046,2.978343,1.555766,-2.288468,6.829358,-0.719959,-3.128607,8.543455,-1.450381,5.126029,2.164002,0.830640,8.862851,9.045969,-10.631664,2.277288
vacancy_0047,-6.565165,9.698199,-2.709584,5.680143,-2.004054,-3.771524,5.779525,-3.417193,0.431002,8.295233,10.035575,2.070833,8.006901,7.322507,-7.481175,-8.114408,-0.575328,2.268882,8.389736,-8.172206,-4.861383,3.207377,5.749841,0.020731
vacancy_0048,5.368374,4.230943,2.577565,9.341976,-3.982652,-6.200171,6.215126,-7.701058,3.899374,0.737346,-2.876971,-2.959385,0.951660,8.272108,-5.727247,0.335738,-4.109722,-8.183649,-8.288416,-7.648333,-3.535375,5.223986,-8.394581,6.613690
vacancy_0049,-7.055056,-9.129309,8.396319,2.865277,-7.444089,4.421667,-7.794635,-5.540268,-0.057139,-3.388968,-4.161083,3.464344,-1.605446,4.034301,3.197128,-6.165309,-0.514860,2.435179,2.206856,0.086494,9.150643,6.701205,-0.933059,8.129100
vacancy_0050,-7.631055,-8.676590,10.761837,2.421423,-8.234277,5.157835,-5.006273,-6.043253,0.646727,-3.374824,-2.849728,4.433141,-1.108791,4.608640,3.329660,-6.625697,-1.199673,4.192349,0.978440,-1.612778,9.317899,6.824175,-0.094823,7.746834
vacancy_0051,-8.100720,8.585083,-2.614092,6.521719,-2.225645,-3.179459,5.429724,-4.638586,0.892580,8.278549,9.686367,1.902114,8.531683,6.966508,-7.317368,-8.236889,-0.402847,2.537612,7.391801,-8.592431,-5.638180,3.134575,4.150579,-0.610332
vacancy_0052,9.302565,7.611177,-4.590957,8.793728,-1.723224,8.385075,-5.510655,-4.799178,8.492439,-6.441391,0.091338,-2.027193,7.204925,-9.304496,-8.248051,0.087337,6.046137,-6.709261,0.664776,-0.996102,4.379128,-0.341953,-4.552818,0.742223
vacancy_0053,-7.945865,-7.513721,9.208657,3.095830,-6.005982,3.679920,-5.698756,-6.065655,0.905776,-2.612895,-3.336955,3.881981,-1.240334,4.076214,3.161829,-5.745554,-0.838782,2.873322,3.271597,-0.188268,9.387228,7.644528,0.335669,8.994202
vacancy_0054,7.465100,7.627977,7.819349,-8.832730,-0.226868,6.988976,1.476848,-6.955681,1.845552,7.724656,9.151470,-8.115920,0.856420,-3.613042,-5.807496,1.896917,-7.571084,6.848140,5.254766,-3.119233,-7.512419,-5.632650,1.201066,6.549597
vacancy_0055,-6.624910,-0.342268,4.461881,-8.790375,-7.765268,1.463640,-0.209507,0.135127,5.571357,3.130083,-0.151750,2.186918,-7.005637,-7.729914,7.340717,-0.929164,2.271944,-6.233575,-2.461333,-4.530804,-4.255998,-8.748528,7.635015,7.399887
vacancy_0056,-7.355513,-0.954204,4.438282,-8.208305,-8.481565,1.182538,-0.654811,-0.760873,5.155220,3.861236,1.032789,1.633096,-7.705826,-8.496378,8.377973,-0.708459,1.813215,-4.756941,-2.034170,-4.816263,-5.636957,-9.095830,6.909195,6.856588
vacancy_0057,-1.798338,7.267055,-7.460654,-1.027568,-2.804774,-1.801216,9.477845,-1.845173,-9.590764,2.750158,2.300072,-1.869484,5.151680,-0.607884,-2.539020,8.022600,-2.167890,5.872806,2.277902,1.088113,9.078002,9.251761,-9.865472,0.374164
vacancy_0058,-6.762470,-0.655011,5.689389,-7.233086,-7.116990,0.610996,-0.520075,-0.284482,4.698675,3.545010,0.312624,1.410451,-8.191499,-8.094276,8.255302,-0.661196,2.147463,-5.485974,-1.918845,-5.582569,-4.203497,-8.363686,5.806073,7.832633
vacancy_0059,-7.811774,8.556537,-2.955809,6.712766,-1.833958,-3.156999,5.947140,-3.736498,0.573753,8.953217,10.596878,2.366671,8.024353,7.712607,-7.600322,-8.610108,-0.315216,3.076114,8.410340,-9.202881,-5.434484,3.336359,5.087828,0.563536
vacancy_0060,8.985042,7.185319,8.341145,-7.867169,-0.323292,7.694322,2.300347,-6.544030,1.920051,7.574039,9.367557,-8.585217,-1.022538,-3.191547,-5.417698,1.798525,-7.070242,6.187068,6.180242,-3.764254,-7.693902,-5.243147,1.783767,5.309586
vacancy_0061,5.225942,6.335952,1.659245,8.881397,-4.487656,-5.840370,6.078292,-6.638419,2.808128,2.037104,-2.317257,-2.536378,1.054628,8.349496,-5.164128,0.939335,-4.785051,-6.922447,-9.385960,-8.675589,-3.948205,3.360490,-7.702868,6.814040
vacancy_0062,-8.243317,-8.902986,10.016142,3.071929,-8.176170,3.903142,-6.616436,-6.052949,1.227945,-4.345079,-2.037021,3.878560,-0.657417,4.249362,4.003577,-6.329867,-1.196463,3.377997,1.681629,-0.006422,9.723780,6.794242,-0.728748,8.782898
vacancy_0063,-8.343072,8.476022,-2.357824,7.254591,-2.593878,-2.547980,6.012228,-4.066517,0.514131,8.172524,9.613418,1.518087,8.586811,6.226242,-8.029336,-8.963955,0.362330,3.970440,8.247093,-8.441092,-5.296103,1.877241,4.350233,-0.056767
vacancy_0064,10.138518,5.917686,-5.793829,9.544691,-1.311419,9.111845,-5.496961,-4.098660,9.042649,-6.821893,0.198084,-3.086279,7.124209,-8.944675,-7.999447,-0.022128,4.868853,-8.089990,1.600345,-1.503415,4.640380,-0.222788,-4.778524,0.865626
vacancy_0065,4.959043,4.688254,1.568693,7.016723,-4.715188,-6.389645,6.519978,-6.006961,2.552538,1.660668,-1.936513,-2.085616,1.707951,7.709632,-6.177414,0.436056,-5.306049,-7.292864,-9.508026,-7.103102,-2.750086,4.157064,-8.167327,6.347507
vacancy_0066,8.320562,7.222412,7.678980,-7.895230,-0.664706,6.362430,1.256392,-5.576649,2.497363,7.020318,9.387153,-8.145752,0.408930,-3.520465,-4.982068,2.387346,-7.159841,8.949358,5.474156,-3.348958,-6.941874,-4.821951,1.537553,6.289536
vacancy_0067,5.369154,4.824081,1.719963,8.478091,-4.152450,-5.575924,5.510873,-6.130533,3.400993,2.229371,-2.287710,-1.481400,0.610823,8.322196,-5.268885,-0.211018,-5.066464,-7.405420,-9.352958,-8.577418,-2.970403,4.553016,-7.141375,5.338840
vacancy_0068,5.701401,-3.730098,4.304554,3.404688,-1.333474,2.271281,-6.225573,5.943171,-9.217992,-4.715913,1.737610,-7.036541,-6.427036,5.068831,0.556309,-8.360339,0.206673,4.265557,-5.680311,6.787403,-10.088451,0.074294,1.508567,8.470754
vacancy_0069,-3.063234,7.107729,-7.565244,-1.693778,-2.805338,-1.261575,8.598747,-1.862527,-8.325346,1.787049,1.707051,-3.081430,6.836425,-0.564114,-3.054871,8.228591,-2.031912,7.121884,1.055053,0.427495,9.456410,8.721857,-10.047541,1.885838
vacancy_0070,9.676819,8.318757,-5.077522,9.667831,-2.703634,9.068808,-5.923646,-2.739284,9.690722,-7.848693,1.001069,-3.312608,8.105107,-7.471083,-7.840889,-0.175023,6.230583,-7.894396,2.568663,-0.502195,4.912373,-1.297017,-4.866219,0.248425
vacancy_0071,8.781726,6.297191,7.589865,-8.657553,-0.449426,7.703310,2.250628,-6.213820,2.248819,7.540324,9.995288,-8.005004,2.121088,-3.152775,-4.649627,1.946654,-7.199949,7.997518,6.398736,-3.309018,-6.443598,-5.915652,1.180320,4.937059
vacancy_0072,-6.959155,-1.503368,5.714593,-9.420951,-7.999709,1.884852,0.638277,0.609818,5.267851,3.331646,0.859263,2.577983,-6.936179,-7.763613,8.235321,-1.196255,2.589256,-6.513467,-2.319087,-4.154384,-4.622400,-9.726559,6.558093,7.854792
vacancy_0073,-8.351570,-8.509418,8.647914,1.599865,-7.453781,2.643134,-7.114934,-6.655356,0.871043,-3.719150,-3.979597,4.619251,-1.813527,4.246786,4.225463,-5.619828,-0.522799,4.895208,2.022157,-0.491578,10.116446,6.735392,-0.704484,7.288920
vacancy_0074,8.741263,7.132331,8.475626,-8.477723,-0.961713,7.855005,1.933672,-6.973383,1.513911,6.848203,9.561240,-7.861964,-0.032888,-3.810345,-5.387164,2.125860,-7.071277,9.040498,5.176436,-3.447604,-6.456659,-4.247502,1.150194,4.704748
vacancy_0075,6.614746,-2.975731,5.106806,3.497224,-0.999778,2.334853,-7.206453,6.038770,-9.236826,-3.801259,1.201392,-7.993043,-7.176764,5.240361,-0.775423,-6.814968,1.042109,4.620776,-5.975963,6.755889,-9.014483,-0.945775,1.452838,8.946674
vacancy_0076,-7.855870,0.034855,4.588550,-8.041811,-7.965429,1.269831,-0.250821,-1.501999,5.224423,3.435446,-1.333588,0.948932,-8.305738,-8.132864,8.446942,-0.227459,2.386512,-5.789798,-3.015822,-2.910504,-4.597436,-8.816765,6.993020,7.021367
vacancy_0077,10.553056,6.985886,-6.303894,9.193372,-1.907569,9.101251,-4.145441,-4.509533,8.309249,-6.781407,-0.063620,-3.843500,6.440904,-9.090790,-7.720790,-0.980932,5.841318,-6.726412,1.442549,-0.697897,4.370202,-0.600498,-3.828317,0.140290
vacancy_0078,4.763089,3.990411,2.358397,9.156817,-4.997322,-6.112556,6.304296,-6.734755,3.618141,1.154300,-1.375196,-3.918258,1.132213,9.133628,-7.350384,0.978679,-4.869619,-8.363228,-9.586707,-7.546520,-3.513238,5.287026,-9.231674,6.429699
vacancy_0079,-7.293486,-0.701326,4.554050,-8.456332,-8.842573,2.320707,-1.216161,-0.177213,4.689733,3.934250,0.572701,1.970780,-7.157266,-8.557791,8.439404,-1.258954,2.327719,-5.945010,-2.828041,-3.619026,-4.953764,-9.939856,6.972695,7.129831
vacancy_0080,-0.208559,7.098738,-7.365189,-1.147358,-2.010970,-2.078538,8.167609,-1.144281,-8.200662,2.972700,1.304921,-2.710611,6.131726,-0.636800,-3.046137,7.610559,-2.918181,6.115925,1.789616,0.722304,8.835156,8.199237,-10.794521,2.087188
vacancy_0081,-0.926915,8.770918,-6.486621,-1.006648,-1.973577,-1.821148,6.823171,-2.028596,-8.439544,2.546066,1.482813,-2.107699,6.242268,-1.028308,-1.500653,8.111001,-2.447793,5.658082,1.042000,0.177136,9.044657,8.766408,-8.835580,2.420214
vacancy_0082,-7.225471,-8.799043,9.073516,2.183635,-7.723884,3.119471,-6.924937,-6.813888,1.547132,-4.191238,-2.527593,4.385293,-0.767014,3.512006,3.444678,-5.908330,-1.253156,4.325517,0.188498,-1.231706,9.149817,7.389104,-0.007165,8.059567
vacancy_0083,-7.050612,9.082010,-2.043299,6.202653,-1.873334,-2.740314,5.031949,-3.016999,0.896587,9.176976,9.920003,1.960186,7.383780,7.798762,-7.578738,-9.082226,-0.398166,4.611993,8.524668,-8.976323,-5.121039,1.823938,4.084835,-1.454036
vacancy_0084,-7.491060,9.328328,-1.621908,5.763204,-1.548586,-2.698726,5.768276,-3.248951,0.760881,8.345867,10.797496,1.548999,7.210276,6.917924,-7.989363,-9.724031,0.390178,2.626964,6.983972,-7.355961,-6.568038,2.682011,4.718626,-0.147995
vacancy_0085,-6.572201,9.486142,-2.653001,6.462354,-3.746690,-4.106051,6.790006,-3.678051,0.902444,8.060667,9.522658,0.645527,7.949366,6.939392,-7.700739,-8.402572,0.428716,2.986554,6.685660,-7.437176,-5.975058,2.601693,5.528452,-0.156586
vacancy_0086,8.865198,6.417622,7.251634,-7.956929,0.079982,6.365348,0.826545,-6.680502,1.933764,7.232724,9.239281,-7.678788,0.176967,-2.640098,-4.354408,1.972775,-6.469551,7.962307,5.426238,-3.203407,-7.186989,-4.764559,1.974039,6.404726
vacancy_0087,-1.834869,7.761007,-8.024498,-1.325946,-2.744050,-2.046306,8.095094,-1.968276,-7.641091,2.462673,2.572233,-1.366536,6.823537,0.431544,-1.821451,8.459259,-2.888397,6.191356,2.250272,0.560714,9.823569,8.613601,-10.295110,1.868039
vacancy_0088,-7.544651,-8.009741,8.956809,2.582307,-7.481316,4.144403,-7.535136,-6.227496,0.909136,-3.555773,-2.871796,4.670107,-0.444934,3.772863,4.358478,-7.207013,-1.027348,4.051895,1.658048,0.353569,9.857612,7.200349,0.100048,8.241271
vacancy_0089,5.286835,4.027657,2.613237,8.081933,-4.248643,-6.279448,6.038844,-6.672900,3.723789,1.815160,-2.331361,-2.733523,0.887621,7.337421,-5.204386,0.184101,-5.851932,-8.275207,-9.267837,-8.463752,-4.268157,5.337732,-8.119096,7.066617
vacancy_0090,6.782586,-3.010745,4.813075,2.819515,-2.485998,2.195784,-7.261999,6.451396,-8.890855,-4.034652,2.423936,-7.096028,-7.337978,4.195565,0.337792,-7.913310,0.288855,4.810876,-5.377361,7.273773,-9.307374,-0.352900,1.180679,8.281257
vacancy_0091,-7.128971,9.015530,-3.326353,6.779515,-2.236561,-3.652807,5.708563,-4.746622,0.976801,8.814665,10.166080,2.742762,8.127681,7.330636,-7.327494,-9.022207,1.326772,2.094253,6.465598,-7.812796,-3.845838,2.739497,3.945609,0.479610
vacancy_0092,5.883856,-4.165970,4.363735,3.683613,-1.981637,1.805514,-6.957721,6.953170,-9.578953,-4.934387,0.688281,-7.057317,-8.156199,5.253982,-1.117993,-7.594540,0.811901,4.874857,-6.787224,6.960024,-8.739732,-1.227306,0.975445,8.701035
vacancy_0093,5.773069,-3.752387,3.904213,3.440007,-0.775240,2.108279,-5.946070,5.845203,-9.418349,-3.665967,1.657581,-6.507756,-7.068106,4.612560,-0.335365,-8.137726,-0.061347,4.875545,-5.904124,7.317818,-8.373042,0.135546,2.366772,8.423395
vacancy_0094,-2.106151,8.764347,-7.880143,-1.222816,-3.682786,-1.750486,7.778179,-1.412993,-7.834889,2.722135,1.917235,-2.338379,6.221814,-0.013423,-2.772570,7.924760,-1.564792,5.257289,2.227043,0.833817,8.995492,8.623146,-9.697562,2.094425
vacancy_0095,8.729789,6.303440,6.171996,-9.058892,-0.965847,7.426408,2.363977,-6.147435,1.515016,7.490883,9.862510,-7.825809,-0.210955,-3.587142,-5.799949,1.412642,-7.270051,8.137649,4.315607,-2.435821,-6.036977,-4.207116,2.015689,5.366194
vacancy_0096,-8.016083,-8.038383,7.489997,1.428633,-6.178679,4.347537,-7.580047,-5.202691,0.882187,-3.190023,-2.820890,4.313970,-0.709618,5.541335,2.507069,-6.090900,-1.226813,3.783277,1.879098,-0.511890,9.639609,6.906059,0.323702,7.224841
vacancy_0097,9.822634,7.943041,8.025475,-7.425234,-0.710886,7.395950,1.306353,-6.524726,0.274930,8.049960,9.426845,-7.262219,0.119131,-2.737878,-5.547748,0.998078,-6.519165,7.995699,4.878450,-3.855826,-6.488439,-3.968865,2.126377,4.909271
vacancy_0098,6.085052,4.242537,2.320937,8.949403,-4.680074,-5.477597,6.116101,-5.582500,2.395054,1.462022,-3.125880,-1.298855,1.592164,8.267167,-5.749945,0.424957,-5.126359,-7.601212,-9.278952,-7.209370,-3.842726,5.064399,-9.312144,6.964986
